Unnamed: 0	Situation	Experiment	Kind of Sample	Code Sample	Cell Number	Status	Image Size [x,y]	Acquisition Day	Acquisition Hour	Process Date	Raw Data tsv	Raw Data txt	Usefull File	Experiment Append File	Observation	Height Mean	Height Mean	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	YM_WholeCell	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Substrate Segmentation (Young Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Free Hand Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)	Generic Segmentation (Young_Module)
	Unnamed: 1_level_1	Unnamed: 1_level_1	Unnamed: 2_level_1	Unnamed: 3_level_1	Unnamed: 4_level_1	Unnamed: 5_level_1	Unnamed: 6_level_1	Unnamed: 7_level_1	Unnamed: 8_level_1	Unnamed: 9_level_1	Unnamed: 10_level_1	Unnamed: 11_level_1	Unnamed: 12_level_1	Unnamed: 13_level_1	Unnamed: 14_level_1	Mean	Std	100pN	100pN	200pN	200pN	300pN	300pN	400pN	400pN	500pN	500pN	600pN	600pN	800pN	800pN	1000pN	1000pN	1200pN	1200pN	1500pN	1500pN	100pN	100pN	200pN	200pN	300pN	300pN	400pN	400pN	500pN	500pN	600pN	600pN	800pN	800pN	1000pN	1000pN	1200pN	1200pN	1500pN	1500pN	100pN	100pN	100pN	100pN	100pN	100pN	200pN	200pN	200pN	200pN	200pN	200pN	300pN	300pN	300pN	300pN	300pN	300pN	400pN	400pN	400pN	400pN	400pN	400pN	500pN	500pN	500pN	500pN	500pN	500pN	600pN	600pN	600pN	600pN	600pN	600pN	800pN	800pN	800pN	800pN	800pN	800pN	1000pN	1000pN	1000pN	1000pN	1000pN	1000pN	1200pN	1200pN	1200pN	1200pN	1200pN	1200pN	1500pN	1500pN	1500pN	1500pN	1500pN	1500pN	100pN	100pN	100pN	100pN	100pN	100pN	200pN	200pN	200pN	200pN	200pN	200pN	300pN	300pN	300pN	300pN	300pN	300pN	400pN	400pN	400pN	400pN	400pN	400pN	500pN	500pN	500pN	500pN	500pN	500pN	600pN	600pN	600pN	600pN	600pN	600pN	800pN	800pN	800pN	800pN	800pN	800pN	1000pN	1000pN	1000pN	1000pN	1000pN	1000pN	1200pN	1200pN	1200pN	1200pN	1200pN	1200pN	1500pN	1500pN	1500pN	1500pN	1500pN	1500pN
	Unnamed: 1_level_2	Unnamed: 1_level_2	Unnamed: 2_level_2	Unnamed: 3_level_2	Unnamed: 4_level_2	Unnamed: 5_level_2	Unnamed: 6_level_2	Unnamed: 7_level_2	Unnamed: 8_level_2	Unnamed: 9_level_2	Unnamed: 10_level_2	Unnamed: 11_level_2	Unnamed: 12_level_2	Unnamed: 13_level_2	Unnamed: 14_level_2	Unnamed: 15_level_2	Unnamed: 16_level_2	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Perinuclear	Perinuclear	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm	Nucleus	Nucleus	Pericellular	Pericellular	Cytoplasm	Cytoplasm
	Unnamed: 1_level_3	Unnamed: 1_level_3	Unnamed: 2_level_3	Unnamed: 3_level_3	Unnamed: 4_level_3	Unnamed: 5_level_3	Unnamed: 6_level_3	Unnamed: 7_level_3	Unnamed: 8_level_3	Unnamed: 9_level_3	Unnamed: 10_level_3	Unnamed: 11_level_3	Unnamed: 12_level_3	Unnamed: 13_level_3	Unnamed: 14_level_3	Unnamed: 15_level_3	Unnamed: 16_level_3	Unnamed: 17_level_3	Unnamed: 18_level_3	Unnamed: 19_level_3	Unnamed: 20_level_3	Unnamed: 21_level_3	Unnamed: 22_level_3	Unnamed: 23_level_3	Unnamed: 24_level_3	Unnamed: 25_level_3	Unnamed: 26_level_3	Unnamed: 27_level_3	Unnamed: 28_level_3	Unnamed: 29_level_3	Unnamed: 30_level_3	Unnamed: 31_level_3	Unnamed: 32_level_3	Unnamed: 33_level_3	Unnamed: 34_level_3	Unnamed: 35_level_3	Unnamed: 36_level_3	Unnamed: 37_level_3	Unnamed: 38_level_3	Unnamed: 39_level_3	Unnamed: 40_level_3	Unnamed: 41_level_3	Unnamed: 42_level_3	Unnamed: 43_level_3	Unnamed: 44_level_3	Unnamed: 45_level_3	Unnamed: 46_level_3	Unnamed: 47_level_3	Unnamed: 48_level_3	Unnamed: 49_level_3	Unnamed: 50_level_3	Unnamed: 51_level_3	Unnamed: 52_level_3	Unnamed: 53_level_3	Unnamed: 54_level_3	Unnamed: 55_level_3	Unnamed: 56_level_3	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std	Mean	Std
0	OK	QI-Mode_vs_time	WT	745167	Cell-1	00-Control-1	[90, 70]	2021.09.29	10.08.13.478	2021.10.12-18.56.35	Script de tratamento/QI-Mode_vs_time/Raw Data/tsv File/2021.10.12-18.56.35_RawData.tsv	Script de tratamento/QI-Mode_vs_time/Raw Data/txt File/2021.10.12-18.56.35_2-reference-force-height-extend.txt	Script de tratamento/QI-Mode_vs_time/Treated Data/2021.10.12-18.56.35_UsefullData.tsv	Script de tratamento/QI-Mode_vs_time/QI-Mode_vs_time.tsv		1.263851855550379e-06	7.634929183243784e-07	25359.068193622923	15466.931957017889	25908.34178327172	15512.432805450931	26156.81740711645	15524.507907524803	26419.902848428843	15562.78553496705	26621.23370794825	15568.412549046	26777.74917282809	15528.482860810404	26981.41108133088	15410.918529967916	27057.312712107207	15284.81038846832	27034.0128585952	15127.97247609232	26862.73871303142	14929.143677966344	146396296.85149765	597597707.4134004	43011101.26129642	180771220.9796821	45965473.94691493	248940728.2979244	47037079.01916053	240733530.46412948	59669125.14121712	349386285.6363505	60945721.7851719	344464884.33263254	63244505.97852285	321721390.8175155	67863570.92825224	322496231.8557103	71144792.79985054	329834368.10674554	74381957.22557084	318545306.1210214	24427.21911458333	11296.479440022917	29717.58	15966.129469935202	33040.89721556886	18248.00341709403	25222.14973958333	11592.508756556455	30538.616693548385	15862.411992628491	34008.659880239524	18868.950082016312	25351.06515625	11553.49924473758	30814.79443548388	15502.701345400268	34198.69056886227	18619.800120189146	25527.117916666662	11535.045631683415	31050.88491935484	15397.368639699209	34510.72850299401	18627.8482391845	25651.0859375	11466.31484125764	31377.809354838708	15523.780601331391	34808.646646706584	18632.718781862	25668.41765625	11327.189117776	31649.745241935485	15517.568406039214	35055.63368263473	18623.2268509467	25618.65328125	11064.683395601553	31931.99508064516	15438.111928401451	35402.84293413173	18536.02425506433	25397.066875000004	10767.521379414644	32128.241532258067	15392.972339592778	35594.130449101795	18513.57594309085	25041.640625	10404.218290444382	32180.013951612906	15350.256951871985	35605.17098802395	18460.178478089747	24403.189322916664	9849.566381101224	32124.65427419355	15206.286512166962	35391.92305389222	18292.121978688552	24427.21911458333	11296.479440022917	23323.8067886598	20051.16494245132	25970.55585037879	14549.737101475688	25222.14973958333	11592.508756556455	22995.856907216494	19708.87752073915	26704.92827588384	14657.90087330989	25351.06515625	11553.49924473758	23196.886	19957.20456103704	26979.518049873743	14592.284113752685	25527.117916666662	11535.045631683415	23540.805855670103	20130.19458078701	27233.35255808081	14595.535443328945	25651.0859375	11466.31484125764	23852.316860824747	20196.549662088128	27417.07216035353	14593.457012974362	25668.41765625	11327.189117776	24161.518628865982	20229.340959442405	27553.057949494952	14544.05730860578	25618.65328125	11064.683395601553	24752.27633505155	20287.793958763905	27692.619275252524	14393.3607711259	25397.066875000004	10767.521379414644	25262.7592242268	20256.513141422703	27698.12960227273	14261.386431958786	25041.640625	10404.218290444382	25697.116054123715	20185.035028608363	27602.984720328288	14099.484847648357	24403.189322916664	9849.566381101224	26023.634306701035	20134.76329319084	27366.404112373737	13876.739778350007
1	OK	QI-Mode_vs_time	WT	745167	Cell-1	01-Control-2	[90, 70]	2021.09.29	10.18.53.813	2021.10.12-18.58.20	Script de tratamento/QI-Mode_vs_time/Raw Data/tsv File/2021.10.12-18.58.20_RawData.tsv	Script de tratamento/QI-Mode_vs_time/Raw Data/txt File/2021.10.12-18.58.20_2-reference-force-height-extend.txt	Script de tratamento/QI-Mode_vs_time/Treated Data/2021.10.12-18.58.20_UsefullData.tsv	Script de tratamento/QI-Mode_vs_time/QI-Mode_vs_time.tsv		1.271428067204234e-06	7.6973736502007e-07	24999.43338857939	15527.700885323891	25782.60828922934	15756.405814839203	26081.653642989782	15851.56286155242	26361.05509470752	15908.289878055892	26558.13633194057	15897.340238052368	26690.039287836586	15815.311130129568	26866.045543639742	15680.787242270737	26950.7606996286	15519.070800707985	26946.12159238626	15323.250608280516	26795.50942339833	15078.799740447252	136887592.33153272	545095082.5010692	54413766.77798967	311530054.8161113	61094032.17253767	352104237.91821647	80508672.15214011	485359110.423442	105599910.86827692	611062991.5573987	99994017.6553388	563413809.5550945	104328080.71299638	553887703.6991774	109553837.52170832	566517764.0461633	114423368.87686782	577941469.4938235	110747415.99496745	525765212.3242152	28590.27235	13618.917434176534	26211.91902298852	13504.740130988592	29544.141797101456	18941.237295336283	29582.6919	13443.75146095034	27191.56	13947.89292115728	30439.81617391304	18371.873609651324	29820.90505	13453.98669445947	27526.35706896552	13907.460450828072	30740.87513043477	18338.29369471364	29980.0389	13428.70868620728	27871.66097701149	13890.890747540698	31090.337159420287	18488.96896436334	30180.1027	13437.226015049437	28035.23091954023	13814.582544540615	31369.629159420285	18581.781251681747	30241.03725	13314.040838870123	28157.230287356324	13562.71624573198	31537.22127536232	18581.51773854929	30260.05725	12956.147579937857	28421.99988505747	13410.27120831839	31720.192202898543	18544.90400695421	30121.668650000003	12606.982885836784	28491.341206896548	13186.073619737612	31768.432608695653	18444.275796148413	29861.56185	12286.56353650724	28468.13942528736	12899.881829200049	31680.322898550727	18294.5461442372	29314.5253	11759.165044508	28341.670114942528	12528.438874504627	31419.248463768112	18059.91222736282	28590.27235	13618.917434176534	21583.22530806846	18506.611175474605	25438.95527378641	14725.706745895914	29582.6919	13443.75146095034	21516.8279193154	18473.97733410772	26419.946444012945	15020.350290721552	29820.90505	13453.98669445947	21607.487371638144	18595.462187704896	26782.031457605182	15102.05480098172	29980.0389	13428.70868620728	21935.31823716381	18753.794755276063	27064.181058252427	15143.78390061938	30180.1027	13437.226015049437	22280.082139364305	18901.61891511129	27221.78092168285	15091.052388280872	30241.03725	13314.040838870123	22609.502359413204	18969.93295363018	27310.58298446601	14980.393165449565	30260.05725	12956.147579937857	23258.659948655262	19105.050830202472	27381.656137216825	14818.246466484728	30121.668650000003	12606.982885836784	23901.633931540346	19252.65861365978	27347.46701553397	14611.012469279412	29861.56185	12286.56353650724	24468.19971149144	19334.30691178948	27224.685992233008	14365.688395858808	29314.5253	11759.165044508	24866.76125672372	19360.66518432646	26980.01092815534	14083.271836986049
2	OK	QI-Mode_vs_time	WT	745167	Cell-1	02-Control-3	[90, 70]	2021.09.29	10.29.48.592	2021.10.12-18.59.09	Script de tratamento/QI-Mode_vs_time/Raw Data/tsv File/2021.10.12-18.59.09_RawData.tsv	Script de tratamento/QI-Mode_vs_time/Raw Data/txt File/2021.10.12-18.59.09_2-reference-force-height-extend.txt	Script de tratamento/QI-Mode_vs_time/Treated Data/2021.10.12-18.59.09_UsefullData.tsv	Script de tratamento/QI-Mode_vs_time/QI-Mode_vs_time.tsv		1.2756667409751056e-06	7.750747429050956e-07	25393.37290117097	16158.475220137663	25986.566055269315	16385.849459814228	26349.05189789228	16546.38053163383	26625.30899531616	16601.56221081916	26801.253391100698	16531.47746774979	26892.100190163936	16294.31133588777	27005.9134088993	15948.333197501495	27025.54844028104	15606.74701699006	26960.86626838408	15257.507802497905	26781.91595175644	14945.649020571647	117933696.11496544	514264511.16587126	63696334.27781882	388301935.3764813	65626058.27688205	382247332.2900132	83523287.78826013	505082203.2099639	115315250.21490058	662191422.4164997	107707313.97820117	612865147.1172101	115463130.82614338	624596837.9108768	119007724.1010915	623050392.7269803	122274228.28321327	630407748.2665013	121025131.55676016	599519227.3953433	29872.93151898733	13474.992324277651	27583.224476744184	14498.815509659304	28399.00227027027	17011.025000350375	30807.057911392403	14409.102736329009	28351.91488372093	14964.694230543091	29181.316864864864	16764.566129884864	31005.746329113925	14540.875712420016	28513.76529069768	14681.765069165083	29617.564675675683	16700.036251440233	31270.831392405067	14676.016620280248	28726.989011627906	14635.631506245163	29906.68362162162	16794.205592720875	31427.7996835443	14409.836765334036	28925.28813953488	14624.41270159248	30076.89527027027	16861.518323607168	31493.240063291138	14049.32435795118	29098.54058139535	14556.626678015358	30215.475648648644	16927.101986746966	31585.78094936709	13357.106883618164	29202.43098837209	14288.083591767609	30356.14251351352	17107.27643960535	31496.64316455696	12651.317304528862	29121.51930232558	13960.865553431498	30322.78913513513	17159.7280023306	31241.865506329115	12040.587710112102	28933.884418604648	13642.211528254633	30198.40959459459	17168.484936779278	30732.72310126583	11251.813876060924	28598.985058139533	13210.84514937772	29928.14378378378	17186.638333974617	29872.93151898733	13474.992324277651	23607.49793811881	20078.30128147405	25402.097137317232	15169.701760611328	30807.057911392403	14409.102736329009	23438.24531683169	20394.74287184149	26156.867304513664	15267.071402610334	31005.746329113925	14540.875712420016	23718.229576732672	20778.305831209127	26556.994998728544	15357.816187980372	31270.831392405067	14676.016620280248	24051.748465346533	20913.561415344226	26819.6674920534	15381.747034903825	31427.7996835443	14409.836765334036	24351.4708960396	20852.789024407582	26965.72752574698	15331.600941094612	31493.240063291138	14049.32435795118	24517.558324257432	20393.434178208183	27039.801915448184	15182.013590812829	31585.78094936709	13357.106883618164	25002.038178217816	20049.358510555176	27060.552011443106	14875.074727758338	31496.64316455696	12651.317304528862	25471.449292079207	19810.86035612748	26975.594905276543	14540.176493839788	31241.865506329115	12040.587710112102	25854.19046039604	19540.678431445387	26815.09331659249	14194.023726352509	30732.72310126583	11251.813876060924	26156.93116089109	19380.954944183544	26545.594480610296	13876.792173710544
3	OK	QI-Mode_vs_time	WT	745167	Cell-1	03-Ang-1	[90, 70]	2021.09.29	10.46.26.697	2021.10.12-18.59.41	Script de tratamento/QI-Mode_vs_time/Raw Data/tsv File/2021.10.12-18.59.41_RawData.tsv	Script de tratamento/QI-Mode_vs_time/Raw Data/txt File/2021.10.12-18.59.41_2-reference-force-height-extend.txt	Script de tratamento/QI-Mode_vs_time/Treated Data/2021.10.12-18.59.41_UsefullData.tsv	Script de tratamento/QI-Mode_vs_time/QI-Mode_vs_time.tsv		1.336197701141976e-06	8.358929733972468e-07	24211.925676962022	16137.847750960707	24384.816442025323	15908.29709036632	24674.702821265822	16028.321917229605	24970.308101772152	16115.175536598224	25201.91202531645	16140.676032981037	25358.662598987343	16061.467640546483	25610.624816708856	15910.714587675073	25721.493649620254	15699.322885383992	25764.14507443038	15503.794230787971	25677.838661772148	15293.78794200418	55625412.66075926	260800475.18472475	24009779.97529712	148474763.2032221	24831512.17021033	186202348.03667712	28509264.73639676	240683748.7154404	37923916.65738474	329269947.89664054	36890994.08524075	310089019.13794863	40402320.08947329	316115370.94597846	43111006.38985573	317924611.4754814	44944690.27365549	320882517.93776697	46328762.27596763	306737174.9835785	21680.47263513513	10443.754387812176	31555.61877300614	18924.95471759032	28319.885423280422	18496.70394046313	23028.889054054056	11523.869520829236	31171.288404907973	18255.35538740537	28911.447777777783	17938.059686502944	23180.63675675676	11571.511979967245	31583.11423312884	18341.19861759097	29245.05595238096	18138.93615886323	23239.858851351342	11473.693576518071	31954.61766871165	18326.90048932424	29516.41764550265	18177.57451439602	23329.10081081081	11339.742389382089	32325.41134969325	18364.91145391256	29757.474100529096	18256.71657885985	23287.6504054054	11152.360990984793	32668.02969325153	18349.221496514703	29892.88185185185	18223.471258956262	23146.37108108108	10743.495566642112	33287.941840490785	18450.98811534548	30164.998941798945	18301.067859334475	22882.296621621623	10270.771490719755	33707.524723926384	18506.90366340907	30281.443253968257	18365.18210206327	22611.08641891892	9865.553387419232	33985.82417177914	18537.73826620465	30332.965925925928	18461.63283872923	22147.230675675684	9370.772585498786	33989.32828220859	18463.77868703952	30233.42455026455	18510.33545782317	21680.47263513513	10443.754387812176	24551.59463684211	20017.346835062577	24381.642916378714	15449.880068417642	23028.889054054056	11523.869520829236	23928.291150000005	19629.871918526034	24643.390639944715	15188.022733514556	23180.63675675676	11571.511979967245	24079.54870526316	19731.763870868504	24983.8115577056	15317.915024839993	23239.858851351342	11473.693576518071	24430.075739473687	19905.59384420513	25289.171119557705	15388.475766803567	23329.10081081081	11339.742389382089	24732.957263157896	19950.883606195745	25516.61753282653	15418.64624334965	23287.6504054054	11152.360990984793	24987.22106842105	19859.853634453888	25668.03204353836	15348.477878592295	23146.37108108108	10743.495566642112	25518.58687105263	19698.13723231395	25886.84041603317	15213.60061992144	22882.296621621623	10270.771490719755	25900.183892105262	19471.039372876065	25964.96211402904	15016.00122150297	22611.08641891892	9865.553387419232	26213.3649	19285.350619094774	25968.6710919143	14820.508686499708	22147.230675675684	9370.772585498786	26424.37251052632	19133.9365793403	25842.902324118862	14593.6054788902
4	OK	QI-Mode_vs_time	WT	745167	Cell-1	04-Ang-2	[90, 70]	2021.09.29	10.55.13.770	2021.10.12-19.00.19	Script de tratamento/QI-Mode_vs_time/Raw Data/tsv File/2021.10.12-19.00.19_RawData.tsv	Script de tratamento/QI-Mode_vs_time/Raw Data/txt File/2021.10.12-19.00.19_2-reference-force-height-extend.txt	Script de tratamento/QI-Mode_vs_time/Treated Data/2021.10.12-19.00.19_UsefullData.tsv	Script de tratamento/QI-Mode_vs_time/QI-Mode_vs_time.tsv		1.3434946445430404e-06	8.565796542504459e-07	23811.62496830428	15880.727866288697	24135.087637083994	15953.776433132178	24432.635179080826	16005.69892035348	24701.583681458003	16079.933835965589	24919.675891178023	16058.606379060224	25091.548190702582	15957.82029623269	25319.558461172743	15726.095234059025	25442.325870047545	15496.041042576751	25502.630334918114	15286.300442556852	25401.020227152672	15068.715391503682	80834287.39196108	469743197.9616382	19735352.587665267	94157716.52538864	23556294.67275621	202906014.5244712	29608115.07495516	272030759.8424148	35185422.09336553	316568018.1770538	35455559.6339081	308054607.9402392	38222080.55983027	312335122.6697959	40489157.680751294	303933544.70106965	40740579.13714457	286430645.4876064	43639542.82344952	292312043.90877	20102.716507936508	9486.25747585026	30512.995031446542	19258.338161258445	32883.79700980392	20628.68039863804	21734.004126984128	10221.364170414012	30375.868616352203	17482.77566900628	32737.209950980392	19762.360869464184	22037.969100529102	10308.895179021974	30826.779748427674	17476.205654633726	32901.992009803915	19430.61751598356	22124.667989417987	10268.704694019798	31108.72402515724	17662.810918037958	33335.32950980392	19613.65788410917	22101.6435978836	10062.67371682204	31433.884905660365	17839.741634681744	33793.917916666665	19792.495870298942	22005.273492063498	9812.513795253264	31733.513773584906	17791.60654202683	34212.08289215686	19891.978663039867	21713.08031746032	9316.96625678442	32228.22132075472	17675.226822866836	34905.217941176474	20166.92863449804	21269.685185185182	8789.620995430663	32583.40339622641	17653.457968534593	35371.52345588235	20440.21263626999	20841.72767195768	8317.713287057344	32785.9306918239	17582.943394815255	35699.29725490196	20664.76127430306	20231.510846560846	7711.235566516695	32814.84012578616	17480.063119258954	35733.63049019608	20805.16380353668	20102.716507936508	9486.25747585026	21188.05902393617	19378.17623477248	25082.291003012047	15335.73053707821	21734.004126984128	10221.364170414012	20480.32755851064	18644.51926292981	25511.58957454819	15599.812545557324	22037.969100529102	10308.895179021974	20700.83311170213	18856.692507966847	25830.036885542173	15588.525016280157	22124.667989417987	10268.704694019798	20993.983784574462	19011.26412866144	26118.0705993976	15643.82986406008	22101.6435978836	10062.67371682204	21269.50070744681	19049.34018485809	26354.219545180724	15614.704328711352	22005.273492063498	9812.513795253264	21479.97469148936	18940.05357491103	26553.338517319284	15520.013354379049	21713.08031746032	9316.96625678442	21792.395297872343	18518.1007983049	26831.48445406627	15353.763458559151	21269.685185185182	8789.620995430663	22137.07965957447	18195.26118480092	26971.995798192773	15164.02154014246	20841.72767195768	8317.713287057344	22425.71725797872	17932.948080917427	27037.140817018066	14978.248550992515	20231.510846560846	7711.235566516695	22624.93865159574	17787.357423008878	26922.74006551205	14751.399117620324
